seed,N,R,d,lr,epochs,method,error
2718843009,1000,100,2,0.1,100,mc,0.01929832249879837
1278412471,1000,100,2,0.1,100,mc,0.026548786088824272
4104543539,1000,100,2,0.1,100,mc,0.01616019941866398
1194623263,1000,100,2,0.1,100,mc,0.023824216797947884
2205739499,1000,100,2,0.1,100,mc,0.011921482160687447
2718843009,1000,100,2,0.1,500,mc,0.01929832249879837
1278412471,1000,100,2,0.1,500,mc,0.026548786088824272
4104543539,1000,100,2,0.1,500,mc,0.01616019941866398
1194623263,1000,100,2,0.1,500,mc,0.023824216797947884
2205739499,1000,100,2,0.1,500,mc,0.011921482160687447
2718843009,1000,100,2,0.1,1000,mc,0.01929832249879837
1278412471,1000,100,2,0.1,1000,mc,0.026548786088824272
4104543539,1000,100,2,0.1,1000,mc,0.01616019941866398
1194623263,1000,100,2,0.1,1000,mc,0.023824216797947884
2205739499,1000,100,2,0.1,1000,mc,0.011921482160687447
2718843009,1000,100,2,0.1,2500,mc,0.01929832249879837
1278412471,1000,100,2,0.1,2500,mc,0.026548786088824272
4104543539,1000,100,2,0.1,2500,mc,0.01616019941866398
1194623263,1000,100,2,0.1,2500,mc,0.023824216797947884
2205739499,1000,100,2,0.1,2500,mc,0.011921482160687447
2718843009,1000,100,2,0.1,5000,mc,0.01929832249879837
1278412471,1000,100,2,0.1,5000,mc,0.026548786088824272
4104543539,1000,100,2,0.1,5000,mc,0.01616019941866398
1194623263,1000,100,2,0.1,5000,mc,0.023824216797947884
2205739499,1000,100,2,0.1,5000,mc,0.011921482160687447
2718843009,1000,100,2,0.1,100,qmc,0.0019135093316435814
1278412471,1000,100,2,0.1,100,qmc,0.0026434476021677256
4104543539,1000,100,2,0.1,100,qmc,0.003268331289291382
1194623263,1000,100,2,0.1,100,qmc,0.004084767308086157
2205739499,1000,100,2,0.1,100,qmc,0.007812658324837685
2718843009,1000,100,2,0.1,500,qmc,0.0019135093316435814
1278412471,1000,100,2,0.1,500,qmc,0.0026434476021677256
4104543539,1000,100,2,0.1,500,qmc,0.003268331289291382
1194623263,1000,100,2,0.1,500,qmc,0.004084767308086157
2205739499,1000,100,2,0.1,500,qmc,0.007812658324837685
2718843009,1000,100,2,0.1,1000,qmc,0.0019135093316435814
1278412471,1000,100,2,0.1,1000,qmc,0.0026434476021677256
4104543539,1000,100,2,0.1,1000,qmc,0.003268331289291382
1194623263,1000,100,2,0.1,1000,qmc,0.004084767308086157
2205739499,1000,100,2,0.1,1000,qmc,0.007812658324837685
2718843009,1000,100,2,0.1,2500,qmc,0.0019135093316435814
1278412471,1000,100,2,0.1,2500,qmc,0.0026434476021677256
4104543539,1000,100,2,0.1,2500,qmc,0.003268331289291382
1194623263,1000,100,2,0.1,2500,qmc,0.004084767308086157
2205739499,1000,100,2,0.1,2500,qmc,0.007812658324837685
2718843009,1000,100,2,0.1,5000,qmc,0.0019135093316435814
1278412471,1000,100,2,0.1,5000,qmc,0.0026434476021677256
4104543539,1000,100,2,0.1,5000,qmc,0.003268331289291382
1194623263,1000,100,2,0.1,5000,qmc,0.004084767308086157
2205739499,1000,100,2,0.1,5000,qmc,0.007812658324837685
2718843009,1000,100,2,0.1,100,orf,0.01373149361461401
1278412471,1000,100,2,0.1,100,orf,0.034373246133327484
4104543539,1000,100,2,0.1,100,orf,0.0265452079474926
1194623263,1000,100,2,0.1,100,orf,0.004533212631940842
2205739499,1000,100,2,0.1,100,orf,0.014986061491072178
2718843009,1000,100,2,0.1,500,orf,0.01373149361461401
1278412471,1000,100,2,0.1,500,orf,0.034373246133327484
4104543539,1000,100,2,0.1,500,orf,0.0265452079474926
1194623263,1000,100,2,0.1,500,orf,0.004533212631940842
2205739499,1000,100,2,0.1,500,orf,0.014986061491072178
2718843009,1000,100,2,0.1,1000,orf,0.01373149361461401
1278412471,1000,100,2,0.1,1000,orf,0.034373246133327484
4104543539,1000,100,2,0.1,1000,orf,0.0265452079474926
1194623263,1000,100,2,0.1,1000,orf,0.004533212631940842
2205739499,1000,100,2,0.1,1000,orf,0.014986061491072178
2718843009,1000,100,2,0.1,2500,orf,0.01373149361461401
1278412471,1000,100,2,0.1,2500,orf,0.034373246133327484
4104543539,1000,100,2,0.1,2500,orf,0.0265452079474926
1194623263,1000,100,2,0.1,2500,orf,0.004533212631940842
2205739499,1000,100,2,0.1,2500,orf,0.014986061491072178
2718843009,1000,100,2,0.1,5000,orf,0.01373149361461401
1278412471,1000,100,2,0.1,5000,orf,0.034373246133327484
4104543539,1000,100,2,0.1,5000,orf,0.0265452079474926
1194623263,1000,100,2,0.1,5000,orf,0.004533212631940842
2205739499,1000,100,2,0.1,5000,orf,0.014986061491072178
2718843009,1000,100,2,0.1,100,nys,0.00010127037239726633
1278412471,1000,100,2,0.1,100,nys,8.161998994182795e-05
4104543539,1000,100,2,0.1,100,nys,0.00019349291687831283
1194623263,1000,100,2,0.1,100,nys,8.996003452921286e-05
2205739499,1000,100,2,0.1,100,nys,0.00020551925990730524
2718843009,1000,100,2,0.1,500,nys,0.00010127037239726633
1278412471,1000,100,2,0.1,500,nys,8.161998994182795e-05
4104543539,1000,100,2,0.1,500,nys,0.00019349291687831283
1194623263,1000,100,2,0.1,500,nys,8.996003452921286e-05
2205739499,1000,100,2,0.1,500,nys,0.00020551925990730524
2718843009,1000,100,2,0.1,1000,nys,0.00010127037239726633
1278412471,1000,100,2,0.1,1000,nys,8.161998994182795e-05
4104543539,1000,100,2,0.1,1000,nys,0.00019349291687831283
1194623263,1000,100,2,0.1,1000,nys,8.996003452921286e-05
2205739499,1000,100,2,0.1,1000,nys,0.00020551925990730524
2718843009,1000,100,2,0.1,2500,nys,0.00010127037239726633
1278412471,1000,100,2,0.1,2500,nys,8.161998994182795e-05
4104543539,1000,100,2,0.1,2500,nys,0.00019349291687831283
1194623263,1000,100,2,0.1,2500,nys,8.996003452921286e-05
2205739499,1000,100,2,0.1,2500,nys,0.00020551925990730524
2718843009,1000,100,2,0.1,5000,nys,0.00010127037239726633
1278412471,1000,100,2,0.1,5000,nys,8.161998994182795e-05
4104543539,1000,100,2,0.1,5000,nys,0.00019349291687831283
1194623263,1000,100,2,0.1,5000,nys,8.996003452921286e-05
2205739499,1000,100,2,0.1,5000,nys,0.00020551925990730524
2718843009,1000,100,2,0.1,100,srf,0.002018935512751341
1278412471,1000,100,2,0.1,100,srf,0.001132320729084313
4104543539,1000,100,2,0.1,100,srf,0.0009107363875955343
1194623263,1000,100,2,0.1,100,srf,0.0009460670407861471
2205739499,1000,100,2,0.1,100,srf,0.0016362492460757494
2718843009,1000,100,2,0.1,500,srf,0.00107397825922817
1278412471,1000,100,2,0.1,500,srf,0.0009982484625652432
4104543539,1000,100,2,0.1,500,srf,0.000607833731919527
1194623263,1000,100,2,0.1,500,srf,0.00075859809294343
2205739499,1000,100,2,0.1,500,srf,0.0006523157353512943
2718843009,1000,100,2,0.1,1000,srf,0.0005883684498257935
1278412471,1000,100,2,0.1,1000,srf,0.0006869460921734571
4104543539,1000,100,2,0.1,1000,srf,0.0004922016523778439
1194623263,1000,100,2,0.1,1000,srf,0.0005533717339858413
2205739499,1000,100,2,0.1,1000,srf,0.00047922495286911726
2718843009,1000,100,2,0.1,2500,srf,0.000444459670688957
1278412471,1000,100,2,0.1,2500,srf,0.0005191678646951914
4104543539,1000,100,2,0.1,2500,srf,0.00045220745960250497
1194623263,1000,100,2,0.1,2500,srf,0.000439745606854558
2205739499,1000,100,2,0.1,2500,srf,0.0004670836206059903
2718843009,1000,100,2,0.1,5000,srf,0.000406611361540854
1278412471,1000,100,2,0.1,5000,srf,0.0004709511995315552
4104543539,1000,100,2,0.1,5000,srf,0.0004148149164393544
1194623263,1000,100,2,0.1,5000,srf,0.00041204364970326424
2205739499,1000,100,2,0.1,5000,srf,0.0004598380473908037
2718843009,1000,100,2,0.1,100,msrf,0.0021723483223468065
1278412471,1000,100,2,0.1,100,msrf,0.0027139305602759123
4104543539,1000,100,2,0.1,100,msrf,0.001715388847514987
1194623263,1000,100,2,0.1,100,msrf,0.0018857528921216726
2205739499,1000,100,2,0.1,100,msrf,0.0019934631418436766
2718843009,1000,100,2,0.1,500,msrf,0.001202294835820794
1278412471,1000,100,2,0.1,500,msrf,0.0011625249171629548
4104543539,1000,100,2,0.1,500,msrf,0.0006169749540276825
1194623263,1000,100,2,0.1,500,msrf,0.0012803074205294251
2205739499,1000,100,2,0.1,500,msrf,0.00110339664388448
2718843009,1000,100,2,0.1,1000,msrf,0.0006051118252798915
1278412471,1000,100,2,0.1,1000,msrf,0.0005355131579563022
4104543539,1000,100,2,0.1,1000,msrf,0.00039943994488567114
1194623263,1000,100,2,0.1,1000,msrf,0.0008321271161548793
2205739499,1000,100,2,0.1,1000,msrf,0.0005671415710821748
2718843009,1000,100,2,0.1,2500,msrf,0.0004918120102956891
1278412471,1000,100,2,0.1,2500,msrf,0.00041019683703780174
4104543539,1000,100,2,0.1,2500,msrf,0.00034830535878427327
1194623263,1000,100,2,0.1,2500,msrf,0.0006015751278027892
2205739499,1000,100,2,0.1,2500,msrf,0.00044494689791463315
2718843009,1000,100,2,0.1,5000,msrf,0.00040055657154880464
1278412471,1000,100,2,0.1,5000,msrf,0.0003318620438221842
4104543539,1000,100,2,0.1,5000,msrf,0.0003366065793670714
1194623263,1000,100,2,0.1,5000,msrf,0.00047602615086361766
2205739499,1000,100,2,0.1,5000,msrf,0.00037754428922198713
